PROJECT_ID,PROJECT_NAME,PROJECT_CUSTOMER,PROJECT_VERTICAL,PROJECT_EXECUTION_UNIT,PROJECT_TYPE,PROJECT_STATUS,PROJECT_MANAGER_ID,PROJECT_MANAGER_NAME,ASDM_NUMBER,ASDM_NAME,PM_STATUS,BILLING_CYCLE_START_DATE,BILLING_CYCLE_END_DATE,Vertical,Unit,Commercial Model
PID_557,PRJ_557,CUST_211,PRJ_Vert_05,PRJ_Exec_16,Standard Billable,Active,PM_326,Project_Manager_326,ASDM_11,Account_Service_Delivery_Manager_11,Confirmed,01-03-2026,31-03-2026,Vertical_05,Unit_01,Commercial_Model_02
PID_559,PRJ_559,CUST_232,PRJ_Vert_04,PRJ_Exec_16,Standard Billable,Active,PM_240,Project_Manager_240,ASDM_105,Account_Service_Delivery_Manager_104,Confirmed,01-03-2026,31-03-2026,Vertical_04,Unit_01,Commercial_Model_04
PID_560,PRJ_560,CUST_233,PRJ_Vert_06,PRJ_Exec_12,Standard Billable,Active,PM_327,Project_Manager_327,ASDM_14,Account_Service_Delivery_Manager_14,Confirmed,01-03-2026,31-03-2026,Vertical_06,Unit_01,Commercial_Model_02
PID_561,PRJ_561,CUST_13,PRJ_Vert_06,PRJ_Exec_28,Standard Billable,Active,PM_328,Project_Manager_328,ASDM_48,Account_Service_Delivery_Manager_48,Confirmed,01-03-2026,31-03-2026,Vertical_06,Unit_01,Commercial_Model_04
PID_562,PRJ_562,CUST_113,PRJ_Vert_01,PRJ_Exec_01,Standard Billable,Active,PM_138,Project_Manager_138,ASDM_79,Account_Service_Delivery_Manager_78,Confirmed,01-03-2026,31-03-2026,Vertical_01,Unit_01,Commercial_Model_04
PID_563,PRJ_563,CUST_226,PRJ_Vert_03,PRJ_Exec_10,Standard Billable,Active,PM_312,Project_Manager_312,ASDM_70,Account_Service_Delivery_Manager_69,Confirmed,01-03-2026,31-03-2026,Vertical_03,Unit_02,Commercial_Model_04
PID_564,PRJ_564,CUST_234,PRJ_Vert_05,PRJ_Exec_37,Standard Billable,Active,PM_329,Project_Manager_329,ASDM_75,Account_Service_Delivery_Manager_74,Confirmed,01-03-2026,31-03-2026,Vertical_05,Unit_01,Commercial_Model_01
PID_565,PRJ_565,CUST_13,PRJ_Vert_06,PRJ_Exec_25,Standard Billable,Active,PM_330,Project_Manager_330,ASDM_36,Account_Service_Delivery_Manager_36,Confirmed,01-03-2026,31-03-2026,Vertical_06,Unit_01,Commercial_Model_04
PID_566,PRJ_566,CUST_208,PRJ_Vert_07,PRJ_Exec_39,Standard Billable,Active,PM_143,Project_Manager_143,ASDM_72,Account_Service_Delivery_Manager_71,Confirmed,01-03-2026,31-03-2026,Vertical_06,Unit_01,Commercial_Model_04
PID_567,PRJ_567,CUST_114,PRJ_Vert_04,PRJ_Exec_16,Standard Billable,Active,PM_104,Project_Manager_104,ASDM_80,Account_Service_Delivery_Manager_79,Confirmed,01-03-2026,31-03-2026,Vertical_04,Unit_01,Commercial_Model_01
PID_568,PRJ_568,CUST_12,PRJ_Vert_03,PRJ_Exec_10,Standard Billable,Active,PM_12,Project_Manager_12,ASDM_12,Account_Service_Delivery_Manager_12,Yet to be confirmed,01-03-2026,31-03-2026,Vertical_03,Unit_02,Commercial_Model_02
PID_569,PRJ_569,CUST_235,PRJ_Vert_01,PRJ_Exec_45,Standard Billable,Active,PM_331,Project_Manager_331,ASDM_39,Account_Service_Delivery_Manager_39,Yet to be confirmed,01-03-2026,31-03-2026,Vertical_01,Unit_01,Commercial_Model_04
PID_570,PRJ_570,CUST_236,PRJ_Vert_01,PRJ_Exec_24,Standard Billable,Active,PM_141,Project_Manager_141,ASDM_62,Account_Service_Delivery_Manager_61,Confirmed,01-03-2026,31-03-2026,Vertical_01,Unit_01,Commercial_Model_04
PID_845,PRJ_845,CUST_295,PRJ_Vert_03,PRJ_Exec_03,Customer Non Billable,Active,PM_03,Project_Manager_03,ASDM_131,Account_Service_Delivery_Manager_130,Confirmed,01-03-2026,31-03-2026,Vertical_03,Unit_01,Commercial_Model_05
PID_571,PRJ_571,CUST_58,PRJ_Vert_01,PRJ_Exec_05,Standard Billable,Active,PM_65,Project_Manager_65,ASDM_53,Account_Service_Delivery_Manager_53,Yet to be confirmed,01-03-2026,31-03-2026,Vertical_01,Unit_01,Commercial_Model_01
PID_572,PRJ_572,CUST_17,PRJ_Vert_04,PRJ_Exec_40,Standard Billable,Active,PM_332,Project_Manager_332,ASDM_09,Account_Service_Delivery_Manager_09,Confirmed,01-03-2026,31-03-2026,Vertical_04,Unit_01,Commercial_Model_04
PID_573,PRJ_573,CUST_146,PRJ_Vert_03,PRJ_Exec_03,Standard Billable,Active,PM_62,Project_Manager_62,ASDM_07,Account_Service_Delivery_Manager_07,Confirmed,01-03-2026,31-03-2026,Vertical_03,Unit_01,Commercial_Model_04
PID_574,PRJ_574,CUST_12,PRJ_Vert_03,PRJ_Exec_10,Standard Billable,Active,PM_12,Project_Manager_12,ASDM_12,Account_Service_Delivery_Manager_12,Yet to be confirmed,01-03-2026,31-03-2026,Vertical_03,Unit_02,Commercial_Model_02
PID_577,PRJ_577,CUST_125,PRJ_Vert_04,PRJ_Exec_16,Standard Billable,Active,PM_136,Project_Manager_136,ASDM_78,Account_Service_Delivery_Manager_77,Confirmed,01-03-2026,31-03-2026,Vertical_04,Unit_01,Commercial_Model_02
PID_578,PRJ_578,CUST_104,PRJ_Vert_05,PRJ_Exec_09,Standard Billable,Active,PM_127,Project_Manager_127,ASDM_76,Account_Service_Delivery_Manager_75,Yet to be confirmed,01-03-2026,31-03-2026,Vertical_05,Unit_01,Commercial_Model_04
PID_579,PRJ_579,CUST_237,PRJ_Vert_02,PRJ_Exec_06,Standard Billable,Active,PM_300,Project_Manager_300,ASDM_06,Account_Service_Delivery_Manager_06,Confirmed,01-03-2026,31-03-2026,Vertical_02,Unit_01,Commercial_Model_02
PID_580,PRJ_580,CUST_40,PRJ_Vert_01,PRJ_Exec_05,Standard Billable,Active,PM_130,Project_Manager_130,ASDM_41,Account_Service_Delivery_Manager_41,Confirmed,01-03-2026,31-03-2026,Vertical_01,Unit_01,Commercial_Model_02
PID_581,PRJ_581,CUST_120,PRJ_Vert_02,PRJ_Exec_23,Standard Billable,Active,PM_83,Project_Manager_83,ASDM_60,Account_Service_Delivery_Manager_59,Yet to be confirmed,01-03-2026,31-03-2026,Vertical_02,Unit_01,Commercial_Model_01
PID_582,PRJ_582,CUST_238,PRJ_Vert_02,PRJ_Exec_06,Standard Billable,Active,PM_264,Project_Manager_264,ASDM_103,Account_Service_Delivery_Manager_102,Confirmed,01-03-2026,31-03-2026,Vertical_02,Unit_01,Commercial_Model_02
PID_583,PRJ_583,CUST_13,PRJ_Vert_06,PRJ_Exec_18,Standard Billable,Active,PM_74,Project_Manager_74,ASDM_29,Account_Service_Delivery_Manager_29,Confirmed,01-03-2026,31-03-2026,Vertical_06,Unit_01,Commercial_Model_04
PID_585,PRJ_585,CUST_12,PRJ_Vert_03,PRJ_Exec_03,Standard Billable,Active,PM_333,Project_Manager_333,ASDM_20,Account_Service_Delivery_Manager_20,Confirmed,01-03-2026,31-03-2026,Vertical_03,Unit_01,Commercial_Model_01
PID_586,PRJ_586,CUST_106,PRJ_Vert_06,PRJ_Exec_12,Standard Billable,Active,PM_129,Project_Manager_129,ASDM_14,Account_Service_Delivery_Manager_14,Confirmed,01-03-2026,31-03-2026,Vertical_06,Unit_01,Commercial_Model_02
PID_587,PRJ_587,CUST_13,PRJ_Vert_06,PRJ_Exec_11,Standard Billable,Active,PM_334,Project_Manager_334,ASDM_13,Account_Service_Delivery_Manager_13,Confirmed,01-03-2026,31-03-2026,Vertical_06,Unit_01,Commercial_Model_04
PID_588,PRJ_588,CUST_81,PRJ_Vert_05,PRJ_Exec_09,Standard Billable,Active,PM_335,Project_Manager_335,ASDM_33,Account_Service_Delivery_Manager_33,Confirmed,01-03-2026,31-03-2026,Vertical_05,Unit_01,Commercial_Model_04
PID_589,PRJ_589,CUST_239,PRJ_Vert_06,PRJ_Exec_32,Standard Billable,Active,PM_336,Project_Manager_336,ASDM_56,Account_Service_Delivery_Manager_56,Confirmed,01-03-2026,31-03-2026,Vertical_06,Unit_01,Commercial_Model_01
PID_590,PRJ_590,CUST_174,PRJ_Vert_03,PRJ_Exec_03,Standard Billable,Active,PM_223,Project_Manager_223,ASDM_70,Account_Service_Delivery_Manager_69,Confirmed,01-03-2026,31-03-2026,Vertical_03,Unit_01,Commercial_Model_04
PID_591,PRJ_591,CUST_62,PRJ_Vert_06,PRJ_Exec_32,Standard Billable,Active,PM_139,Project_Manager_139,ASDM_56,Account_Service_Delivery_Manager_56,Confirmed,01-03-2026,31-03-2026,Vertical_06,Unit_01,Commercial_Model_02
PID_593,PRJ_593,CUST_13,PRJ_Vert_06,PRJ_Exec_18,Standard Billable,Active,PM_338,Project_Manager_338,ASDM_29,Account_Service_Delivery_Manager_29,Confirmed,01-03-2026,31-03-2026,Vertical_06,Unit_01,Commercial_Model_01
PID_594,PRJ_594,CUST_196,PRJ_Vert_01,PRJ_Exec_24,Standard Billable,Active,PM_254,Project_Manager_254,ASDM_81,Account_Service_Delivery_Manager_80,Confirmed,01-03-2026,31-03-2026,Vertical_01,Unit_01,Commercial_Model_02
PID_1144,PRJ_1144,CUST_27,PRJ_Vert_03,PRJ_Exec_03,Standard Billable,Active,PM_503,Project_Manager_503,ASDM_27,Account_Service_Delivery_Manager_27,Confirmed,01-03-2026,31-03-2026,Vertical_03,Unit_01,Commercial_Model_04
PID_595,PRJ_595,CUST_27,PRJ_Vert_03,PRJ_Exec_03,Standard Billable,Active,PM_339,Project_Manager_339,ASDM_27,Account_Service_Delivery_Manager_27,Confirmed,01-03-2026,31-03-2026,Vertical_03,Unit_01,Commercial_Model_04
PID_596,PRJ_596,CUST_12,PRJ_Vert_03,PRJ_Exec_10,Standard Billable,Active,PM_12,Project_Manager_12,ASDM_12,Account_Service_Delivery_Manager_12,Yet to be confirmed,01-03-2026,31-03-2026,Vertical_03,Unit_02,Commercial_Model_02
PID_598,PRJ_598,CUST_240,PRJ_Vert_02,PRJ_Exec_06,Standard Billable,Active,PM_340,Project_Manager_340,ASDM_122,Account_Service_Delivery_Manager_121,Yet to be confirmed,01-03-2026,31-03-2026,Vertical_02,Unit_01,Commercial_Model_01
PID_599,PRJ_599,CUST_67,PRJ_Vert_02,PRJ_Exec_23,Standard Billable,Active,PM_78,Project_Manager_78,ASDM_59,Account_Service_Delivery_Manager_58,Confirmed,01-03-2026,31-03-2026,Vertical_02,Unit_01,Commercial_Model_02
PID_600,PRJ_600,CUST_113,PRJ_Vert_01,PRJ_Exec_01,Standard Billable,Active,PM_138,Project_Manager_138,ASDM_79,Account_Service_Delivery_Manager_78,Confirmed,01-03-2026,31-03-2026,Vertical_01,Unit_01,Commercial_Model_04
PID_601,PRJ_601,CUST_27,PRJ_Vert_03,PRJ_Exec_03,Standard Billable,Active,PM_341,Project_Manager_341,ASDM_27,Account_Service_Delivery_Manager_27,Confirmed,01-03-2026,31-03-2026,Vertical_03,Unit_01,Commercial_Model_05
PID_602,PRJ_602,CUST_241,PRJ_Vert_03,PRJ_Exec_03,Standard Billable,Active,PM_342,Project_Manager_342,ASDM_07,Account_Service_Delivery_Manager_07,Confirmed,01-03-2026,31-03-2026,Vertical_03,Unit_01,Commercial_Model_04
PID_603,PRJ_603,CUST_242,PRJ_Vert_03,PRJ_Exec_03,Standard Billable,Active,PM_343,Project_Manager_343,ASDM_46,Account_Service_Delivery_Manager_46,Confirmed,01-03-2026,31-03-2026,Vertical_03,Unit_01,Commercial_Model_01
PID_605,PRJ_605,CUST_41,PRJ_Vert_02,PRJ_Exec_02,Standard Billable,Active,PM_345,Project_Manager_345,ASDM_02,Account_Service_Delivery_Manager_02,Confirmed,01-03-2026,31-03-2026,Vertical_02,Unit_01,Commercial_Model_02
PID_606,PRJ_606,CUST_244,PRJ_Vert_05,PRJ_Exec_16,Standard Billable,Active,PM_346,Project_Manager_346,ASDM_75,Account_Service_Delivery_Manager_74,Confirmed,01-03-2026,31-03-2026,Vertical_05,Unit_01,Commercial_Model_01
PID_607,PRJ_607,CUST_154,PRJ_Vert_03,PRJ_Exec_03,Standard Billable,Active,PM_195,Project_Manager_195,ASDM_95,Account_Service_Delivery_Manager_94,Confirmed,01-03-2026,31-03-2026,Vertical_03,Unit_01,Commercial_Model_01
PID_608,PRJ_608,CUST_05,PRJ_Vert_01,PRJ_Exec_20,Standard Billable,Active,PM_162,Project_Manager_162,ASDM_05,Account_Service_Delivery_Manager_05,Confirmed,01-03-2026,31-03-2026,Vertical_01,Unit_01,Commercial_Model_04
PID_609,PRJ_609,CUST_38,PRJ_Vert_03,PRJ_Exec_03,Standard Billable,Active,PM_42,Project_Manager_42,ASDM_40,Account_Service_Delivery_Manager_40,Confirmed,01-03-2026,31-03-2026,Vertical_03,Unit_01,Commercial_Model_01
PID_1165,PRJ_1165,CUST_304,PRJ_Vert_01,PRJ_Exec_01,Standard Billable,Active,PM_510,Project_Manager_510,ASDM_52,Account_Service_Delivery_Manager_52,Confirmed,01-03-2026,31-03-2026,Vertical_01,Unit_01,Commercial_Model_04
PID_1679,PRJ_1679,CUST_69,PRJ_Vert_05,PRJ_Exec_26,Standard Billable,Active,PM_71,Project_Manager_71,ASDM_58,Account_Service_Delivery_Manager_50,Confirmed,01-03-2026,31-03-2026,Vertical_05,Unit_02,Commercial_Model_02
PID_1433,PRJ_1433,CUST_91,PRJ_Vert_02,PRJ_Exec_19,Standard Billable,Active,PM_71,Project_Manager_71,ASDM_58,Account_Service_Delivery_Manager_50,Confirmed,01-03-2026,31-03-2026,Vertical_02,Unit_01,Commercial_Model_01
PID_1681,PRJ_1681,CUST_97,PRJ_Vert_03,PRJ_Exec_03,Standard Billable,Active,PM_116,Project_Manager_116,ASDM_43,Account_Service_Delivery_Manager_43,Confirmed,01-03-2026,31-03-2026,Vertical_03,Unit_01,Commercial_Model_01
PID_611,PRJ_611,CUST_132,PRJ_Vert_01,PRJ_Exec_24,Standard Billable,Active,PM_347,Project_Manager_347,ASDM_87,Account_Service_Delivery_Manager_86,Yet to be confirmed,01-03-2026,31-03-2026,Vertical_01,Unit_01,Commercial_Model_01
PID_612,PRJ_612,CUST_52,PRJ_Vert_02,PRJ_Exec_05,Standard Billable,Active,PM_287,Project_Manager_287,ASDM_121,Account_Service_Delivery_Manager_120,Yet to be confirmed,01-03-2026,31-03-2026,Vertical_02,Unit_01,Commercial_Model_02
PID_613,PRJ_613,CUST_245,PRJ_Vert_02,PRJ_Exec_06,Standard Billable,Active,PM_186,Project_Manager_186,ASDM_06,Account_Service_Delivery_Manager_06,Confirmed,01-03-2026,31-03-2026,Vertical_02,Unit_01,Commercial_Model_01
PID_614,PRJ_614,CUST_246,PRJ_Vert_07,PRJ_Exec_26,Standard Billable,Active,PM_348,Project_Manager_348,ASDM_100,Account_Service_Delivery_Manager_99,Confirmed,01-03-2026,31-03-2026,Vertical_07,Unit_02,Commercial_Model_01
PID_615,PRJ_615,CUST_47,PRJ_Vert_01,PRJ_Exec_24,Standard Billable,Active,PM_159,Project_Manager_159,ASDM_45,Account_Service_Delivery_Manager_45,Yet to be confirmed,01-03-2026,31-03-2026,Vertical_01,Unit_01,Commercial_Model_04
PID_616,PRJ_616,CUST_89,PRJ_Vert_03,PRJ_Exec_03,Standard Billable,Active,PM_349,Project_Manager_349,ASDM_70,Account_Service_Delivery_Manager_69,Confirmed,01-03-2026,31-03-2026,Vertical_03,Unit_01,Commercial_Model_04
PID_617,PRJ_617,CUST_46,PRJ_Vert_02,PRJ_Exec_02,Standard Billable,Active,PM_07,Project_Manager_07,ASDM_44,Account_Service_Delivery_Manager_44,Confirmed,01-03-2026,31-03-2026,Vertical_02,Unit_01,Commercial_Model_04
PID_537,PRJ_537,CUST_228,PRJ_Vert_02,PRJ_Exec_06,Standard Billable,Active,PM_317,Project_Manager_317,ASDM_119,Account_Service_Delivery_Manager_118,Yet to be confirmed,01-03-2026,31-03-2026,Vertical_02,Unit_01,Commercial_Model_01
PID_619,PRJ_619,CUST_143,PRJ_Vert_04,PRJ_Exec_13,Standard Billable,Active,PM_176,Project_Manager_176,ASDM_23,Account_Service_Delivery_Manager_23,Yet to be confirmed,01-03-2026,31-03-2026,Vertical_04,Unit_02,Commercial_Model_03
PID_620,PRJ_620,CUST_247,PRJ_Vert_01,PRJ_Exec_16,Standard Billable,Active,PM_350,Project_Manager_350,ASDM_52,Account_Service_Delivery_Manager_52,Confirmed,01-03-2026,31-03-2026,Vertical_01,Unit_01,Commercial_Model_02
PID_621,PRJ_621,CUST_213,PRJ_Vert_02,PRJ_Exec_19,Standard Billable,Active,PM_202,Project_Manager_202,ASDM_30,Account_Service_Delivery_Manager_30,Confirmed,01-03-2026,31-03-2026,Vertical_02,Unit_01,Commercial_Model_02
PID_622,PRJ_622,CUST_248,PRJ_Vert_03,PRJ_Exec_03,Standard Billable,Active,PM_223,Project_Manager_223,ASDM_70,Account_Service_Delivery_Manager_69,Confirmed,01-03-2026,31-03-2026,Vertical_03,Unit_01,Commercial_Model_04
PID_1182,PRJ_1182,CUST_74,PRJ_Vert_04,PRJ_Exec_34,Standard Billable,Active,PM_518,Project_Manager_518,ASDM_09,Account_Service_Delivery_Manager_09,Confirmed,01-03-2026,31-03-2026,Vertical_04,Unit_01,Commercial_Model_04
PID_623,PRJ_623,CUST_249,PRJ_Vert_06,PRJ_Exec_05,Standard Billable,Active,PM_351,Project_Manager_351,ASDM_49,Account_Service_Delivery_Manager_49,Confirmed,01-03-2026,31-03-2026,Vertical_06,Unit_01,Commercial_Model_02
PID_624,PRJ_624,CUST_101,PRJ_Vert_02,PRJ_Exec_23,Standard Billable,Active,PM_121,Project_Manager_121,ASDM_60,Account_Service_Delivery_Manager_59,Yet to be confirmed,01-03-2026,31-03-2026,Vertical_02,Unit_01,Commercial_Model_04
PID_625,PRJ_625,CUST_04,PRJ_Vert_04,PRJ_Exec_04,Standard Billable,Active,PM_04,Project_Manager_04,ASDM_04,Account_Service_Delivery_Manager_04,Confirmed,01-03-2026,31-03-2026,Vertical_04,Unit_01,Commercial_Model_02
PID_626,PRJ_626,CUST_02,PRJ_Vert_02,PRJ_Exec_02,Standard Billable,Active,PM_02,Project_Manager_02,ASDM_02,Account_Service_Delivery_Manager_02,Confirmed,01-03-2026,31-03-2026,Vertical_02,Unit_01,Commercial_Model_05
PID_584,PRJ_584,CUST_04,PRJ_Vert_04,PRJ_Exec_04,Standard Billable,Active,PM_04,Project_Manager_04,ASDM_04,Account_Service_Delivery_Manager_04,Confirmed,01-03-2026,31-03-2026,Vertical_04,Unit_01,Commercial_Model_04
PID_627,PRJ_627,CUST_250,PRJ_Vert_02,PRJ_Exec_06,Standard Billable,Active,PM_352,Project_Manager_352,ASDM_06,Account_Service_Delivery_Manager_06,Confirmed,01-03-2026,31-03-2026,Vertical_02,Unit_01,Commercial_Model_02
PID_628,PRJ_628,CUST_251,PRJ_Vert_02,PRJ_Exec_15,Standard Billable,Active,PM_353,Project_Manager_353,ASDM_22,Account_Service_Delivery_Manager_22,Yet to be confirmed,01-03-2026,31-03-2026,Vertical_02,Unit_01,Commercial_Model_04
PID_629,PRJ_629,CUST_252,PRJ_Vert_04,PRJ_Exec_13,Standard Billable,Active,PM_23,Project_Manager_23,ASDM_23,Account_Service_Delivery_Manager_23,Yet to be confirmed,01-03-2026,31-03-2026,Vertical_04,Unit_02,Commercial_Model_03
PID_631,PRJ_631,CUST_67,PRJ_Vert_02,PRJ_Exec_23,Standard Billable,Active,PM_78,Project_Manager_78,ASDM_59,Account_Service_Delivery_Manager_58,Confirmed,01-03-2026,31-03-2026,Vertical_02,Unit_01,Commercial_Model_02
PID_632,PRJ_632,CUST_103,PRJ_Vert_02,PRJ_Exec_02,Standard Billable,Active,PM_126,Project_Manager_126,ASDM_02,Account_Service_Delivery_Manager_02,Yet to be confirmed,01-03-2026,31-03-2026,Vertical_02,Unit_01,Commercial_Model_04
PID_633,PRJ_633,CUST_73,PRJ_Vert_02,PRJ_Exec_15,Standard Billable,Active,PM_87,Project_Manager_87,ASDM_26,Account_Service_Delivery_Manager_26,Confirmed,01-03-2026,31-03-2026,Vertical_02,Unit_01,Commercial_Model_04
PID_634,PRJ_634,CUST_11,PRJ_Vert_05,PRJ_Exec_16,Standard Billable,Active,PM_11,Project_Manager_11,ASDM_11,Account_Service_Delivery_Manager_11,Confirmed,01-03-2026,31-03-2026,Vertical_05,Unit_01,Commercial_Model_04
PID_635,PRJ_635,CUST_42,PRJ_Vert_05,PRJ_Exec_30,Standard Billable,Active,PM_354,Project_Manager_354,ASDM_98,Account_Service_Delivery_Manager_97,Confirmed,01-03-2026,31-03-2026,Vertical_05,Unit_02,Commercial_Model_04
PID_636,PRJ_636,CUST_111,PRJ_Vert_04,PRJ_Exec_08,Standard Billable,Active,PM_136,Project_Manager_136,ASDM_78,Account_Service_Delivery_Manager_77,Confirmed,01-03-2026,31-03-2026,Vertical_04,Unit_01,Commercial_Model_02
PID_638,PRJ_638,CUST_27,PRJ_Vert_03,PRJ_Exec_03,Standard Billable,Active,PM_356,Project_Manager_356,ASDM_27,Account_Service_Delivery_Manager_27,Confirmed,01-03-2026,31-03-2026,Vertical_03,Unit_01,Commercial_Model_04
PID_639,PRJ_639,CUST_120,PRJ_Vert_02,PRJ_Exec_23,Standard Billable,Active,PM_357,Project_Manager_357,ASDM_60,Account_Service_Delivery_Manager_59,Yet to be confirmed,01-03-2026,31-03-2026,Vertical_02,Unit_01,Commercial_Model_01
PID_640,PRJ_640,CUST_253,PRJ_Vert_03,PRJ_Exec_44,Standard Billable,Active,PM_358,Project_Manager_358,ASDM_123,Account_Service_Delivery_Manager_122,Confirmed,01-03-2026,31-03-2026,Vertical_03,Unit_02,Commercial_Model_03
PID_641,PRJ_641,CUST_147,PRJ_Vert_03,PRJ_Exec_03,Standard Billable,Active,PM_199,Project_Manager_199,ASDM_88,Account_Service_Delivery_Manager_87,Confirmed,01-03-2026,31-03-2026,Vertical_03,Unit_01,Commercial_Model_04
PID_642,PRJ_642,CUST_27,PRJ_Vert_03,PRJ_Exec_03,Standard Billable,Active,PM_181,Project_Manager_181,ASDM_27,Account_Service_Delivery_Manager_27,Yet to be confirmed,01-03-2026,31-03-2026,Vertical_03,Unit_01,Commercial_Model_05
PID_643,PRJ_643,CUST_31,PRJ_Vert_02,PRJ_Exec_05,Standard Billable,Active,PM_33,Project_Manager_33,ASDM_73,Account_Service_Delivery_Manager_72,Yet to be confirmed,01-03-2026,31-03-2026,Vertical_02,Unit_01,Commercial_Model_04
PID_644,PRJ_644,CUST_113,PRJ_Vert_01,PRJ_Exec_01,Standard Billable,Active,PM_138,Project_Manager_138,ASDM_79,Account_Service_Delivery_Manager_78,Confirmed,01-03-2026,31-03-2026,Vertical_01,Unit_01,Commercial_Model_04
PID_645,PRJ_645,CUST_254,PRJ_Vert_01,PRJ_Exec_05,Standard Billable,Active,PM_95,Project_Manager_95,ASDM_65,Account_Service_Delivery_Manager_64,Confirmed,01-03-2026,31-03-2026,Vertical_01,Unit_01,Commercial_Model_04
PID_646,PRJ_646,CUST_103,PRJ_Vert_02,PRJ_Exec_02,Standard Billable,Active,PM_359,Project_Manager_359,ASDM_02,Account_Service_Delivery_Manager_02,Yet to be confirmed,01-03-2026,31-03-2026,Vertical_02,Unit_01,Commercial_Model_05
PID_647,PRJ_647,CUST_255,PRJ_Vert_02,PRJ_Exec_16,Standard Billable,Active,PM_265,Project_Manager_265,ASDM_103,Account_Service_Delivery_Manager_102,Confirmed,01-03-2026,31-03-2026,Vertical_02,Unit_01,Commercial_Model_04
PID_648,PRJ_648,CUST_113,PRJ_Vert_01,PRJ_Exec_01,Standard Billable,Active,PM_138,Project_Manager_138,ASDM_79,Account_Service_Delivery_Manager_78,Confirmed,01-03-2026,31-03-2026,Vertical_01,Unit_01,Commercial_Model_04
PID_649,PRJ_649,CUST_256,PRJ_Vert_03,PRJ_Exec_03,Standard Billable,Active,PM_93,Project_Manager_93,ASDM_46,Account_Service_Delivery_Manager_46,Confirmed,01-03-2026,31-03-2026,Vertical_03,Unit_01,Commercial_Model_04
PID_650,PRJ_650,CUST_67,PRJ_Vert_02,PRJ_Exec_23,Standard Billable,Active,PM_253,Project_Manager_253,ASDM_59,Account_Service_Delivery_Manager_58,Confirmed,01-03-2026,31-03-2026,Vertical_02,Unit_01,Commercial_Model_01
PID_651,PRJ_651,CUST_138,PRJ_Vert_01,PRJ_Exec_33,Standard Billable,Active,PM_141,Project_Manager_141,ASDM_62,Account_Service_Delivery_Manager_61,Confirmed,01-03-2026,31-03-2026,Vertical_01,Unit_01,Commercial_Model_02
PID_652,PRJ_652,CUST_71,PRJ_Vert_02,PRJ_Exec_23,Standard Billable,Active,PM_297,Project_Manager_297,ASDM_60,Account_Service_Delivery_Manager_59,Confirmed,01-03-2026,31-03-2026,Vertical_02,Unit_01,Commercial_Model_01
PID_654,PRJ_654,CUST_42,PRJ_Vert_05,PRJ_Exec_09,Standard Billable,Active,PM_79,Project_Manager_79,ASDM_42,Account_Service_Delivery_Manager_42,Yet to be confirmed,01-03-2026,31-03-2026,Vertical_05,Unit_01,Commercial_Model_04
PID_655,PRJ_655,CUST_33,PRJ_Vert_02,PRJ_Exec_23,Standard Billable,Active,PM_360,Project_Manager_360,ASDM_34,Account_Service_Delivery_Manager_34,Yet to be confirmed,01-03-2026,31-03-2026,Vertical_02,Unit_01,Commercial_Model_01
PID_656,PRJ_656,CUST_257,PRJ_Vert_07,PRJ_Exec_39,Standard Billable,Active,PM_68,Project_Manager_68,ASDM_16,Account_Service_Delivery_Manager_16,Confirmed,01-03-2026,31-03-2026,Vertical_07,Unit_01,Commercial_Model_04
PID_657,PRJ_657,CUST_54,PRJ_Vert_02,PRJ_Exec_19,Standard Billable,Active,PM_71,Project_Manager_71,ASDM_58,Account_Service_Delivery_Manager_50,Confirmed,01-03-2026,31-03-2026,Vertical_02,Unit_01,Commercial_Model_04
PID_658,PRJ_658,CUST_12,PRJ_Vert_03,PRJ_Exec_10,Standard Billable,Active,PM_12,Project_Manager_12,ASDM_12,Account_Service_Delivery_Manager_12,Yet to be confirmed,01-03-2026,31-03-2026,Vertical_03,Unit_02,Commercial_Model_02
PID_401,PRJ_401,CUST_199,PRJ_Vert_04,PRJ_Exec_08,Standard Billable,Active,PM_258,Project_Manager_258,ASDM_105,Account_Service_Delivery_Manager_104,Confirmed,01-03-2026,31-03-2026,Vertical_04,Unit_01,Commercial_Model_04
PID_659,PRJ_659,CUST_12,PRJ_Vert_03,PRJ_Exec_10,Standard Billable,Active,PM_12,Project_Manager_12,ASDM_12,Account_Service_Delivery_Manager_12,Yet to be confirmed,01-03-2026,31-03-2026,Vertical_03,Unit_02,Commercial_Model_02
PID_660,PRJ_660,CUST_68,PRJ_Vert_05,PRJ_Exec_16,Standard Billable,Active,PM_85,Project_Manager_85,ASDM_11,Account_Service_Delivery_Manager_11,Confirmed,01-03-2026,31-03-2026,Vertical_05,Unit_01,Commercial_Model_02
PID_661,PRJ_661,CUST_113,PRJ_Vert_01,PRJ_Exec_01,Standard Billable,Active,PM_138,Project_Manager_138,ASDM_79,Account_Service_Delivery_Manager_78,Confirmed,01-03-2026,31-03-2026,Vertical_01,Unit_01,Commercial_Model_04
PID_662,PRJ_662,CUST_89,PRJ_Vert_03,PRJ_Exec_03,Standard Billable,Active,PM_361,Project_Manager_361,ASDM_70,Account_Service_Delivery_Manager_69,Confirmed,01-03-2026,31-03-2026,Vertical_03,Unit_01,Commercial_Model_01
